1,N,Very Low,0,240,60
1,N,Low,0,180,60
1,N,Medium,0,120,60
1,N,Optimum,0,60,60
1,P,Very Low,0,32,8
1,P,Low,0,24,8
1,P,Medium,0,16,8
1,P,Optimum,0,8,8
1,K,Very Low,0,152,38
1,K,Low,0,114,38
1,K,Medium,0,76,38
1,K,Optimum,0,38,38
1,S,Very Low,0,24,6
1,S,Low,0,18,6
1,S,Medium,0,12,6
1,S,Optimum,0,6,6
1,Zn,Very Low,0,3.9,1.3
1,Zn,Low,0,2.6,1.3
1,Zn,Medium,0,1.3,1.3
1,Zn,Optimum,0,0,0
1,B,Very Low,0,0,0
1,B,Low,0,0,0
1,B,Medium,0,0,0
1,B,Optimum,0,0,0
1,Mo,Very Low,0,0,0
1,Mo,Low,0,0,0
1,Mo,Medium,0,0,0
1,Mo,Optimum,0,0,0
1,Mg,Very Low,0,0,0
1,Mg,Low,0,0,0
1,Mg,Medium,0,0,0
1,Mg,Optimum,0,0,0
2,N,Very Low,0,192,48
2,N,Low,0,144,48
2,N,Medium,0,96,48
2,N,Optimum,0,48,48
2,P,Very Low,0,28,7
2,P,Low,0,21,7
2,P,Medium,0,14,7
2,P,Optimum,0,7,7
2,K,Very Low,0,120,30
2,K,Low,0,90,30
2,K,Medium,0,60,30
2,K,Optimum,0,30,30
2,S,Very Low,0,20,5
2,S,Low,0,15,5
2,S,Medium,0,10,5
2,S,Optimum,0,5,5
2,Zn,Very Low,0,3,1
2,Zn,Low,0,2,1
2,Zn,Medium,0,1,1
2,Zn,Optimum,0,0,0
2,B,Very Low,0,0,0
2,B,Low,0,0,0
2,B,Medium,0,0,0
2,B,Optimum,0,0,0
2,Mo,Very Low,0,0,0
2,Mo,Low,0,0,0
2,Mo,Medium,0,0,0
2,Mo,Optimum,0,0,0
2,Mg,Very Low,0,0,0
2,Mg,Low,0,0,0
2,Mg,Medium,0,0,0
2,Mg,Optimum,0,0,0
3,N,Very Low,0,160,40
3,N,Low,0,120,40
3,N,Medium,0,80,40
3,N,Optimum,0,40,40
3,P,Very Low,0,24,6
3,P,Low,0,18,6
3,P,Medium,0,12,6
3,P,Optimum,0,6,6
3,K,Very Low,0,100,25
3,K,Low,0,75,25
3,K,Medium,0,50,25
3,K,Optimum,0,25,25
3,S,Very Low,0,16,4
3,S,Low,0,12,4
3,S,Medium,0,8,4
3,S,Optimum,0,4,4
3,Zn,Very Low,0,2.4,0.8
3,Zn,Low,0,1.6,0.8
3,Zn,Medium,0,0.8,0.8
3,Zn,Optimum,0,0,0
3,B,Very Low,0,0,0
3,B,Low,0,0,0
3,B,Medium,0,0,0
3,B,Optimum,0,0,0
3,Mo,Very Low,0,0,0
3,Mo,Low,0,0,0
3,Mo,Medium,0,0,0
3,Mo,Optimum,0,0,0
3,Mg,Very Low,0,0,0
3,Mg,Low,0,0,0
3,Mg,Medium,0,0,0
3,Mg,Optimum,0,0,0
4,N,Very Low,0,92,23
4,N,Low,0,69,23
4,N,Medium,0,46,23
4,N,Optimum,0,23,23
4,P,Very Low,0,16,4
4,P,Low,0,12,4
4,P,Medium,0,8,4
4,P,Optimum,0,4,4
4,K,Very Low,0,56,14
4,K,Low,0,42,14
